10 24 0.20 8.08 16.95 2.68 3.1967926E+02 2.0280000E+02 1.2000000E+00
10 26 0.00 4.13 18.83 8.93 5.9061580E-01 1.9700000E-01 1.0000000E-03
10 28 0.00 3.97 21.50 12.13 3.4586334E-02 1.8900000E-02 4.0000000E-04
10 30 0.00 2.65 23.88 15.85 9.4352282E-03 7.3000000E-03 3.0000000E-04
10 32 0.34 1.97 27.67 19.03 2.8377811E-03 3.5000000E-03 9.0000000E-04
12 30 0.00 6.14 18.66 6.88 9.4740776E-01 3.1300000E-01 4.0000000E-03
12 32 0.00 4.47 21.17 10.38 9.2434203E-02 8.6000000E-02 5.0000000E-03
12 34 0.41 3.92 21.75 13.39 4.7023449E-02 2.0000000E-02 1.0000000E-03
12 36 0.41 2.35 23.40 18.04 1.0153032E-02 3.9000000E-03 1.3000000E-03
14 34 0.00 6.51 17.42 5.84 6.2004738E+00 2.7700000E+00 2.0000000E-01
14 36 0.03 6.46 18.76 7.76 7.9737204E-01 4.5000000E-01 6.0000000E-03
14 40 0.30 3.39 22.61 15.00 2.8515515E-02 3.3000000E-02 1.0000000E-03
14 42 -0.32 2.89 25.88 17.07 2.3209541E-03 1.2500000E-02 3.5000000E-03
16 40 0.24 7.41 16.61 4.97 8.2845289E+00 8.8000000E+00 2.2000000E+00
16 42 0.29 5.18 18.71 9.05 8.9286628E-01 1.0130000E+00 1.5000000E-02
16 44 -0.24 4.46 21.30 12.08 2.2339234E-02 1.0000000E-01 1.0000000E-03
16 46 -0.17 2.52 22.71 15.59 2.5294645E-02 5.0000000E-02 8.0000000E-03
18 44 0.07 8.21 16.20 3.48 7.3210262E+01 7.1220000E+02 3.0000000E+00
18 46 0.00 6.62 18.26 6.56 3.3548944E+00 8.4000000E+00 6.0000000E-01
18 50 0.00 3.30 21.21 13.80 5.2709361E-02 8.5000000E-02 3.0000000E-03
20 50 0.00 6.47 16.39 5.97 3.0887456E+00 1.3900000E+01 6.0000000E-01
