11 24 0.41 7.96 9.98 1.39 5.587E+02 5.399E+04 4.320E+01
12 28 0.00 7.56 16.25 2.47 3.312E+03 7.529E+04 3.240E+01
14 31 -0.18 7.71 13.29 1.05 1.669E+04 9.438E+03 1.800E+01
14 32 0.00 8.53 14.78 1.08 4.853E+08 4.828E+09 3.156E+07
15 32 0.12 8.56 8.83 0.16 1.701E+06 1.232E+06 2.592E+02
15 33 0.00 9.89 10.19 0.21 6.133E+07 2.190E+06 9.504E+03
16 35 -0.08 7.51 11.57 -0.27 1.844E+10 7.549E+06 3.456E+03
16 38 0.00 8.58 15.05 1.76 6.450E+02 1.022E+04 4.200E+01
17 38 -0.07 7.05 9.56 4.42 1.305E+04 2.234E+03 3.000E+00
17 39 -0.04 9.56 10.53 2.43 6.957E+02 3.372E+03 3.600E+01
18 41 0.04 6.81 13.26 1.83 6.169E+03 6.577E+03 2.400E+00
18 42 0.03 9.38 14.18 0.29 1.587E+06 1.038E+09 3.471E+07
19 42 -0.06 7.83 8.88 3.24 5.521E+07 4.450E+04 4.320E+01
19 43 -0.08 10.38 9.88 1.04 1.137E+04 8.028E+04 3.600E+02
19 44 -0.08 6.57 10.91 5.34 5.439E+02 1.328E+03 1.140E+01
19 45 -0.08 9.01 11.71 3.71 8.364E+01 1.068E+03 3.600E+01
20 45 0.02 7.37 11.93 0.91 9.143E+07 1.405E+07 7.776E+03
20 47 0.05 6.32 13.42 3.64 3.749E+03 3.919E+05 2.592E+02
21 47 -0.07 10.63 9.17 0.47 8.310E+08 2.894E+05 5.184E+01
21 48 0.10 7.53 10.39 4.19 2.055E+06 1.572E+05 3.240E+02
21 49 -0.06 9.26 10.62 3.36 3.635E+03 3.431E+03 7.800E+00
25 56 0.24 7.79 9.51 1.96 9.364E+02 9.284E+03 3.600E-01
26 59 0.23 6.96 11.24 1.63 7.057E+03 3.844E+06 7.776E+02
27 60 0.18 7.56 8.42 1.41 3.374E+03 1.663E+08 1.262E+04
27 61 0.16 9.47 9.29 0.22 1.509E+04 5.940E+03 1.800E+01
28 63 -0.17 7.40 10.45 -0.06 2.583E+09 3.194E+09 4.734E+07
28 65 -0.00 6.29 11.97 2.27 1.105E+03 9.063E+03 1.800E+00
28 66 0.00 8.81 12.78 0.36 4.647E+06 1.966E+05 1.080E+03
29 67 -0.09 9.29 8.88 0.82 1.607E+06 2.226E+05 4.320E+02
30 69 -0.06 7.01 10.74 0.42 9.615E+04 3.384E+03 5.400E+01
30 72 0.00 8.64 12.86 0.49 1.271E+06 1.674E+05 3.600E+02
31 72 -0.05 6.32 8.35 4.20 2.864E+03 5.076E+04 7.200E+01
31 73 0.02 9.20 8.91 2.08 7.234E+03 1.750E+04 1.080E+02
32 75 0.11 6.78 10.73 0.93 2.687E+04 4.967E+03 2.400E+00
